devid,window_start,window_end,avg_temperature,avg_humidity,avg_lux
72:a5:12:55:c5:00,2024-01-16T09:10:00Z,2024-01-16T09:15:00Z,22.47,42.08,1554.38
72:a5:12:55:c5:00,2024-01-16T09:15:00Z,2024-01-16T09:20:00Z,22.2,42.43,1435.68
72:a5:12:55:c5:00,2024-01-16T09:20:00Z,2024-01-16T09:25:00Z,23.67,42.91,1474.2
72:a5:12:55:c5:00,2024-01-16T09:25:00Z,2024-01-16T09:30:00Z,23.2,42.44,1401.49
72:a5:12:55:c5:00,2024-01-16T09:30:00Z,2024-01-16T09:35:00Z,23.2,41.53,1381.82
72:a5:12:55:c5:00,2024-01-16T09:35:00Z,2024-01-16T09:40:00Z,23.95,40.24,1415.85
72:a5:12:55:c5:00,2024-01-16T09:40:00Z,2024-01-16T09:45:00Z,24.24,42.32,1398.25
72:a5:12:55:c5:00,2024-01-16T09:45:00Z,2024-01-16T09:50:00Z,23.37,45.22,1324.62
72:a5:12:55:c5:00,2024-01-16T09:50:00Z,2024-01-16T09:55:00Z,23.33,43.55,1354.01
72:a5:12:55:c5:00,2024-01-16T09:55:00Z,2024-01-16T10:00:00Z,23.84,42.58,1456.69
72:a5:12:55:c5:00,2024-01-16T10:00:00Z,2024-01-16T10:05:00Z,21.69,46.06,977.16
72:a5:12:55:c5:00,2024-01-16T10:05:00Z,2024-01-16T10:10:00Z,22.63,43.26,1001.54
72:a5:12:55:c5:00,2024-01-16T10:10:00Z,2024-01-16T10:15:00Z,22.83,42.98,1014.1
72:a5:12:55:c5:00,2024-01-16T10:15:00Z,2024-01-16T10:20:00Z,22.91,42.5,1018.78
72:a5:12:55:c5:00,2024-01-16T10:20:00Z,2024-01-16T10:25:00Z,21.34,43.75,1068.79
72:a5:12:55:c5:00,2024-01-16T10:25:00Z,2024-01-16T10:30:00Z,22.04,43.16,934.08
72:a5:12:55:c5:00,2024-01-16T10:30:00Z,2024-01-16T10:35:00Z,21.97,46.42,1034.22
72:a5:12:55:c5:00,2024-01-16T10:35:00Z,2024-01-16T10:40:00Z,22.56,43.05,1045.3
72:a5:12:55:c5:00,2024-01-16T10:40:00Z,2024-01-16T10:45:00Z,22.79,42.39,1059.15
72:a5:12:55:c5:00,2024-01-16T10:45:00Z,2024-01-16T10:50:00Z,23.4,47.89,915.22
72:a5:12:55:c5:00,2024-01-16T10:50:00Z,2024-01-16T10:55:00Z,22.2,43.1,1015.29
72:a5:12:55:c5:00,2024-01-16T10:55:00Z,2024-01-16T11:00:00Z,22.2,44.31,1102.96
72:a5:12:55:c5:00,2024-01-16T11:00:00Z,2024-01-16T11:05:00Z,21.98,47.8,511.69
72:a5:12:55:c5:00,2024-01-16T11:05:00Z,2024-01-16T11:10:00Z,21.47,44.62,546.65
72:a5:12:55:c5:00,2024-01-16T11:10:00Z,2024-01-16T11:15:00Z,22.05,49.37,564.46
72:a5:12:55:c5:00,2024-01-16T11:15:00Z,2024-01-16T11:20:00Z,21.47,48.17,456.11
72:a5:12:55:c5:00,2024-01-16T11:20:00Z,2024-01-16T11:25:00Z,20.6,50.01,627.67
72:a5:12:55:c5:00,2024-01-16T11:25:00Z,2024-01-16T11:30:00Z,20.49,45.54,547.61
72:a5:12:55:c5:00,2024-01-16T11:30:00Z,2024-01-16T11:35:00Z,20.36,47.09,548.81
72:a5:12:55:c5:00,2024-01-16T11:35:00Z,2024-01-16T11:40:00Z,21.69,46.97,417.92
72:a5:12:55:c5:00,2024-01-16T11:40:00Z,2024-01-16T11:45:00Z,22.01,47.42,565.31
72:a5:12:55:c5:00,2024-01-16T11:45:00Z,2024-01-16T11:50:00Z,22.4,43.98,548.02
72:a5:12:55:c5:00,2024-01-16T11:50:00Z,2024-01-16T11:55:00Z,21.8,47.12,615.09
72:a5:12:55:c5:00,2024-01-16T11:55:00Z,2024-01-16T12:00:00Z,21.99,44.04,498.96
72:a5:12:55:c5:00,2024-01-16T12:00:00Z,2024-01-16T12:05:00Z,19.65,50.72,-59.26
72:a5:12:55:c5:00,2024-01-16T12:05:00Z,2024-01-16T12:10:00Z,19.31,45.74,-40.93
72:a5:12:55:c5:00,2024-01-16T12:10:00Z,2024-01-16T12:15:00Z,20.51,46.3,-30.3
72:a5:12:55:c5:00,2024-01-16T12:15:00Z,2024-01-16T12:20:00Z,20.25,51.64,-67.13
72:a5:12:55:c5:00,2024-01-16T12:20:00Z,2024-01-16T12:25:00Z,20.06,48.91,77.41
72:a5:12:55:c5:00,2024-01-16T12:25:00Z,2024-01-16T12:30:00Z,20.23,48.02,79.66
72:a5:12:55:c5:00,2024-01-16T12:30:00Z,2024-01-16T12:35:00Z,20.19,52.54,-11.75
72:a5:12:55:c5:00,2024-01-16T12:35:00Z,2024-01-16T12:40:00Z,20.77,50.66,-23.57
72:a5:12:55:c5:00,2024-01-16T12:40:00Z,2024-01-16T12:45:00Z,20.78,51.74,-108.93
72:a5:12:55:c5:00,2024-01-16T12:45:00Z,2024-01-16T12:50:00Z,20.33,49.67,41.76
72:a5:12:55:c5:00,2024-01-16T12:50:00Z,2024-01-16T12:55:00Z,20.51,55.36,99.21
72:a5:12:55:c5:00,2024-01-16T12:55:00Z,2024-01-16T13:00:00Z,20.31,48.79,-38.23
72:a5:12:55:c5:00,2024-01-16T13:00:00Z,2024-01-16T13:05:00Z,18.43,56.59,-7.01
72:a5:12:55:c5:00,2024-01-16T13:05:00Z,2024-01-16T13:10:00Z,19.16,52.98,26.06
72:a5:12:55:c5:00,2024-01-16T13:10:00Z,2024-01-16T13:15:00Z,17.87,49.8,103.47
72:a5:12:55:c5:00,2024-01-16T13:15:00Z,2024-01-16T13:20:00Z,19.34,54.07,11.99
72:a5:12:55:c5:00,2024-01-16T13:20:00Z,2024-01-16T13:25:00Z,17.99,53.74,11.73
72:a5:12:55:c5:00,2024-01-16T13:25:00Z,2024-01-16T13:30:00Z,18.88,51.0,10.76
72:a5:12:55:c5:00,2024-01-16T13:30:00Z,2024-01-16T13:35:00Z,18.2,51.26,-85.5
72:a5:12:55:c5:00,2024-01-16T13:35:00Z,2024-01-16T13:40:00Z,19.04,53.06,-86.81
72:a5:12:55:c5:00,2024-01-16T13:40:00Z,2024-01-16T13:45:00Z,18.69,53.81,-48.48
72:a5:12:55:c5:00,2024-01-16T13:45:00Z,2024-01-16T13:50:00Z,17.75,48.16,60.77
72:a5:12:55:c5:00,2024-01-16T13:50:00Z,2024-01-16T13:55:00Z,18.96,55.21,-20.12
72:a5:12:55:c5:00,2024-01-16T13:55:00Z,2024-01-16T14:00:00Z,18.36,52.12,-31.78
72:a5:12:55:c5:00,2024-01-16T14:00:00Z,2024-01-16T14:05:00Z,18.03,53.34,-32.83
72:a5:12:55:c5:00,2024-01-16T14:05:00Z,2024-01-16T14:10:00Z,17.5,57.88,-8.26
72:a5:12:55:c5:00,2024-01-16T14:10:00Z,2024-01-16T14:15:00Z,17.74,55.95,102.13
72:a5:12:55:c5:00,2024-01-16T14:15:00Z,2024-01-16T14:20:00Z,16.93,58.43,-9.07
72:a5:12:55:c5:00,2024-01-16T14:20:00Z,2024-01-16T14:25:00Z,17.15,56.88,-47.18
72:a5:12:55:c5:00,2024-01-16T14:25:00Z,2024-01-16T14:30:00Z,17.22,56.0,1.51
72:a5:12:55:c5:00,2024-01-16T14:30:00Z,2024-01-16T14:35:00Z,18.01,55.69,105.31
72:a5:12:55:c5:00,2024-01-16T14:35:00Z,2024-01-16T14:40:00Z,18.51,56.97,-30.17
72:a5:12:55:c5:00,2024-01-16T14:40:00Z,2024-01-16T14:45:00Z,17.02,55.17,-70.86
72:a5:12:55:c5:00,2024-01-16T14:45:00Z,2024-01-16T14:50:00Z,18.15,54.29,-30.06
72:a5:12:55:c5:00,2024-01-16T14:50:00Z,2024-01-16T14:55:00Z,16.2,57.22,7.73
72:a5:12:55:c5:00,2024-01-16T14:55:00Z,2024-01-16T15:00:00Z,16.78,55.71,41.29
72:a5:12:55:c5:00,2024-01-16T15:00:00Z,2024-01-16T15:05:00Z,15.89,58.55,60.41
72:a5:12:55:c5:00,2024-01-16T15:05:00Z,2024-01-16T15:10:00Z,15.65,60.66,-62.74
72:a5:12:55:c5:00,2024-01-16T15:10:00Z,2024-01-16T15:15:00Z,15.51,58.26,-57.05
72:a5:12:55:c5:00,2024-01-16T15:15:00Z,2024-01-16T15:20:00Z,16.71,58.52,-19.4
72:a5:12:55:c5:00,2024-01-16T15:20:00Z,2024-01-16T15:25:00Z,16.34,57.29,41.07
72:a5:12:55:c5:00,2024-01-16T15:25:00Z,2024-01-16T15:30:00Z,16.69,59.35,-75.6
72:a5:12:55:c5:00,2024-01-16T15:30:00Z,2024-01-16T15:35:00Z,16.88,59.18,-36.44
72:a5:12:55:c5:00,2024-01-16T15:35:00Z,2024-01-16T15:40:00Z,16.62,60.29,-35.56
72:a5:12:55:c5:00,2024-01-16T15:40:00Z,2024-01-16T15:45:00Z,16.86,57.33,56.5
72:a5:12:55:c5:00,2024-01-16T15:45:00Z,2024-01-16T15:50:00Z,16.42,57.57,31.7
72:a5:12:55:c5:00,2024-01-16T15:50:00Z,2024-01-16T15:55:00Z,15.75,60.07,54.22
72:a5:12:55:c5:00,2024-01-16T15:55:00Z,2024-01-16T16:00:00Z,17.1,58.99,80.32
72:a5:12:55:c5:00,2024-01-16T16:00:00Z,2024-01-16T16:05:00Z,15.32,58.58,-18.34
72:a5:12:55:c5:00,2024-01-16T16:05:00Z,2024-01-16T16:10:00Z,15.11,63.01,-71.24
72:a5:12:55:c5:00,2024-01-16T16:10:00Z,2024-01-16T16:15:00Z,15.56,57.0,-70.86
72:a5:12:55:c5:00,2024-01-16T16:15:00Z,2024-01-16T16:20:00Z,15.12,61.96,-110.29
72:a5:12:55:c5:00,2024-01-16T16:20:00Z,2024-01-16T16:25:00Z,15.42,57.86,-27.53
72:a5:12:55:c5:00,2024-01-16T16:25:00Z,2024-01-16T16:30:00Z,15.88,64.16,-23.05
72:a5:12:55:c5:00,2024-01-16T16:30:00Z,2024-01-16T16:35:00Z,15.88,57.3,47.25
72:a5:12:55:c5:00,2024-01-16T16:35:00Z,2024-01-16T16:40:00Z,15.13,62.7,1.01
72:a5:12:55:c5:00,2024-01-16T16:40:00Z,2024-01-16T16:45:00Z,15.38,60.23,-29.42
72:a5:12:55:c5:00,2024-01-16T16:45:00Z,2024-01-16T16:50:00Z,16.31,59.66,-6.96
72:a5:12:55:c5:00,2024-01-16T16:50:00Z,2024-01-16T16:55:00Z,15.97,60.76,-62.34
72:a5:12:55:c5:00,2024-01-16T16:55:00Z,2024-01-16T17:00:00Z,16.91,61.66,61.52
72:a5:12:55:c5:00,2024-01-16T17:00:00Z,2024-01-16T17:05:00Z,15.88,59.78,-47.15
72:a5:12:55:c5:00,2024-01-16T17:05:00Z,2024-01-16T17:10:00Z,15.86,59.96,-68.4
72:a5:12:55:c5:00,2024-01-16T17:10:00Z,2024-01-16T17:15:00Z,14.34,62.89,49.07
72:a5:12:55:c5:00,2024-01-16T17:15:00Z,2024-01-16T17:20:00Z,15.63,58.18,34.45
72:a5:12:55:c5:00,2024-01-16T17:20:00Z,2024-01-16T17:25:00Z,15.14,60.42,-103.42
72:a5:12:55:c5:00,2024-01-16T17:25:00Z,2024-01-16T17:30:00Z,14.84,67.67,51.3
72:a5:12:55:c5:00,2024-01-16T17:30:00Z,2024-01-16T17:35:00Z,15.27,59.66,-44.5
72:a5:12:55:c5:00,2024-01-16T17:35:00Z,2024-01-16T17:40:00Z,15.74,63.89,-22.45
72:a5:12:55:c5:00,2024-01-16T17:40:00Z,2024-01-16T17:45:00Z,15.47,60.42,11.22
72:a5:12:55:c5:00,2024-01-16T17:45:00Z,2024-01-16T17:50:00Z,14.64,62.61,35.2
72:a5:12:55:c5:00,2024-01-16T17:50:00Z,2024-01-16T17:55:00Z,15.62,62.9,26.73
72:a5:12:55:c5:00,2024-01-16T17:55:00Z,2024-01-16T18:00:00Z,14.79,63.85,-2.99
72:a5:12:55:c5:00,2024-01-16T18:00:00Z,2024-01-16T18:05:00Z,15.13,61.6,-25.48
72:a5:12:55:c5:00,2024-01-16T18:05:00Z,2024-01-16T18:10:00Z,14.82,65.98,24.73
72:a5:12:55:c5:00,2024-01-16T18:10:00Z,2024-01-16T18:15:00Z,14.87,60.82,-7.1
72:a5:12:55:c5:00,2024-01-16T18:15:00Z,2024-01-16T18:20:00Z,15.46,62.47,108.32
72:a5:12:55:c5:00,2024-01-16T18:20:00Z,2024-01-16T18:25:00Z,14.38,62.49,35.18
72:a5:12:55:c5:00,2024-01-16T18:25:00Z,2024-01-16T18:30:00Z,16.17,59.76,-55.4
72:a5:12:55:c5:00,2024-01-16T18:30:00Z,2024-01-16T18:35:00Z,13.91,61.43,-28.66
72:a5:12:55:c5:00,2024-01-16T18:35:00Z,2024-01-16T18:40:00Z,14.64,62.32,2.89
72:a5:12:55:c5:00,2024-01-16T18:40:00Z,2024-01-16T18:45:00Z,15.22,61.14,77.97
72:a5:12:55:c5:00,2024-01-16T18:45:00Z,2024-01-16T18:50:00Z,15.35,66.88,84.67
72:a5:12:55:c5:00,2024-01-16T18:50:00Z,2024-01-16T18:55:00Z,14.94,60.32,-23.77
72:a5:12:55:c5:00,2024-01-16T18:55:00Z,2024-01-16T19:00:00Z,14.97,64.36,-56.02
72:a5:12:55:c5:00,2024-01-16T19:00:00Z,2024-01-16T19:05:00Z,15.42,63.3,-63.69
72:a5:12:55:c5:00,2024-01-16T19:05:00Z,2024-01-16T19:10:00Z,15.03,61.56,15.15
72:a5:12:55:c5:00,2024-01-16T19:10:00Z,2024-01-16T19:15:00Z,16.01,59.86,138.23
72:a5:12:55:c5:00,2024-01-16T19:15:00Z,2024-01-16T19:20:00Z,15.67,60.05,32.35
72:a5:12:55:c5:00,2024-01-16T19:20:00Z,2024-01-16T19:25:00Z,15.69,60.56,-95.63
72:a5:12:55:c5:00,2024-01-16T19:25:00Z,2024-01-16T19:30:00Z,14.59,58.02,-43.56
72:a5:12:55:c5:00,2024-01-16T19:30:00Z,2024-01-16T19:35:00Z,15.12,59.58,-37.43
72:a5:12:55:c5:00,2024-01-16T19:35:00Z,2024-01-16T19:40:00Z,14.99,58.63,-49.32
72:a5:12:55:c5:00,2024-01-16T19:40:00Z,2024-01-16T19:45:00Z,14.57,64.28,-23.27
72:a5:12:55:c5:00,2024-01-16T19:45:00Z,2024-01-16T19:50:00Z,15.39,62.83,22.16
72:a5:12:55:c5:00,2024-01-16T19:50:00Z,2024-01-16T19:55:00Z,14.85,63.16,40.92
72:a5:12:55:c5:00,2024-01-16T19:55:00Z,2024-01-16T20:00:00Z,15.56,62.77,65.51
72:a5:12:55:c5:00,2024-01-16T20:00:00Z,2024-01-16T20:05:00Z,15.03,60.73,31.45
72:a5:12:55:c5:00,2024-01-16T20:05:00Z,2024-01-16T20:10:00Z,16.7,63.31,-117.25
72:a5:12:55:c5:00,2024-01-16T20:10:00Z,2024-01-16T20:15:00Z,15.13,59.17,-63.44
72:a5:12:55:c5:00,2024-01-16T20:15:00Z,2024-01-16T20:20:00Z,15.8,60.61,-9.49
72:a5:12:55:c5:00,2024-01-16T20:20:00Z,2024-01-16T20:25:00Z,16.14,61.89,8.84
72:a5:12:55:c5:00,2024-01-16T20:25:00Z,2024-01-16T20:30:00Z,15.33,57.75,51.69
72:a5:12:55:c5:00,2024-01-16T20:30:00Z,2024-01-16T20:35:00Z,16.18,66.59,2.59
72:a5:12:55:c5:00,2024-01-16T20:35:00Z,2024-01-16T20:40:00Z,14.93,60.45,3.04
72:a5:12:55:c5:00,2024-01-16T20:40:00Z,2024-01-16T20:45:00Z,16.54,60.68,14.27
72:a5:12:55:c5:00,2024-01-16T20:45:00Z,2024-01-16T20:50:00Z,15.68,62.91,-15.3
72:a5:12:55:c5:00,2024-01-16T20:50:00Z,2024-01-16T20:55:00Z,15.31,62.22,5.21
72:a5:12:55:c5:00,2024-01-16T20:55:00Z,2024-01-16T21:00:00Z,15.49,60.47,67.55
72:a5:12:55:c5:00,2024-01-16T21:00:00Z,2024-01-16T21:05:00Z,16.95,58.75,-5.03
72:a5:12:55:c5:00,2024-01-16T21:05:00Z,2024-01-16T21:10:00Z,16.11,55.48,-1.81
72:a5:12:55:c5:00,2024-01-16T21:10:00Z,2024-01-16T21:15:00Z,16.01,57.37,-2.02
72:a5:12:55:c5:00,2024-01-16T21:15:00Z,2024-01-16T21:20:00Z,16.33,59.52,77.87
72:a5:12:55:c5:00,2024-01-16T21:20:00Z,2024-01-16T21:25:00Z,15.76,59.37,-66.48
72:a5:12:55:c5:00,2024-01-16T21:25:00Z,2024-01-16T21:30:00Z,17.56,60.93,106.55
72:a5:12:55:c5:00,2024-01-16T21:30:00Z,2024-01-16T21:35:00Z,16.12,58.24,-70.58
72:a5:12:55:c5:00,2024-01-16T21:35:00Z,2024-01-16T21:40:00Z,16.96,55.71,-39.25
72:a5:12:55:c5:00,2024-01-16T21:40:00Z,2024-01-16T21:45:00Z,16.59,60.6,44.68
72:a5:12:55:c5:00,2024-01-16T21:45:00Z,2024-01-16T21:50:00Z,15.87,61.36,61.82
72:a5:12:55:c5:00,2024-01-16T21:50:00Z,2024-01-16T21:55:00Z,16.46,60.28,-84.21
72:a5:12:55:c5:00,2024-01-16T21:55:00Z,2024-01-16T22:00:00Z,16.93,58.16,-65.56
72:a5:12:55:c5:00,2024-01-16T22:00:00Z,2024-01-16T22:05:00Z,17.39,58.09,16.67
72:a5:12:55:c5:00,2024-01-16T22:05:00Z,2024-01-16T22:10:00Z,18.22,62.86,140.67
72:a5:12:55:c5:00,2024-01-16T22:10:00Z,2024-01-16T22:15:00Z,18.11,56.23,74.78
72:a5:12:55:c5:00,2024-01-16T22:15:00Z,2024-01-16T22:20:00Z,18.05,53.38,-14.89
72:a5:12:55:c5:00,2024-01-16T22:20:00Z,2024-01-16T22:25:00Z,17.22,54.83,-145.15
72:a5:12:55:c5:00,2024-01-16T22:25:00Z,2024-01-16T22:30:00Z,16.85,57.25,4.9
72:a5:12:55:c5:00,2024-01-16T22:30:00Z,2024-01-16T22:35:00Z,17.13,52.79,21.74
72:a5:12:55:c5:00,2024-01-16T22:35:00Z,2024-01-16T22:40:00Z,17.62,56.34,-22.96
72:a5:12:55:c5:00,2024-01-16T22:40:00Z,2024-01-16T22:45:00Z,17.83,56.76,-51.04
72:a5:12:55:c5:00,2024-01-16T22:45:00Z,2024-01-16T22:50:00Z,16.2,59.07,9.55
72:a5:12:55:c5:00,2024-01-16T22:50:00Z,2024-01-16T22:55:00Z,17.5,58.62,-56.54
72:a5:12:55:c5:00,2024-01-16T22:55:00Z,2024-01-16T23:00:00Z,17.59,57.73,112.35
72:a5:12:55:c5:00,2024-01-16T23:00:00Z,2024-01-16T23:05:00Z,18.54,48.78,91.0
72:a5:12:55:c5:00,2024-01-16T23:05:00Z,2024-01-16T23:10:00Z,19.48,54.95,39.47
72:a5:12:55:c5:00,2024-01-16T23:10:00Z,2024-01-16T23:15:00Z,18.96,54.52,5.38
72:a5:12:55:c5:00,2024-01-16T23:15:00Z,2024-01-16T23:20:00Z,19.49,53.62,-39.61
72:a5:12:55:c5:00,2024-01-16T23:20:00Z,2024-01-16T23:25:00Z,18.58,49.65,-1.25
72:a5:12:55:c5:00,2024-01-16T23:25:00Z,2024-01-16T23:30:00Z,19.27,51.55,98.36
72:a5:12:55:c5:00,2024-01-16T23:30:00Z,2024-01-16T23:35:00Z,19.69,50.77,52.12
72:a5:12:55:c5:00,2024-01-16T23:35:00Z,2024-01-16T23:40:00Z,19.49,49.08,12.22
72:a5:12:55:c5:00,2024-01-16T23:40:00Z,2024-01-16T23:45:00Z,18.05,53.1,55.44
72:a5:12:55:c5:00,2024-01-16T23:45:00Z,2024-01-16T23:50:00Z,18.55,51.51,32.74
72:a5:12:55:c5:00,2024-01-16T23:50:00Z,2024-01-16T23:55:00Z,18.5,58.36,23.78
72:a5:12:55:c5:00,2024-01-16T23:55:00Z,2024-01-17T00:00:00Z,19.0,52.77,58.83
72:a5:12:55:c5:00,2024-01-17T00:00:00Z,2024-01-17T00:05:00Z,20.41,52.59,31.02
72:a5:12:55:c5:00,2024-01-17T00:05:00Z,2024-01-17T00:10:00Z,19.5,46.86,51.51
72:a5:12:55:c5:00,2024-01-17T00:10:00Z,2024-01-17T00:15:00Z,20.04,48.94,9.68
72:a5:12:55:c5:00,2024-01-17T00:15:00Z,2024-01-17T00:20:00Z,18.79,50.19,-15.25
72:a5:12:55:c5:00,2024-01-17T00:20:00Z,2024-01-17T00:25:00Z,20.87,48.18,-32.89
72:a5:12:55:c5:00,2024-01-17T00:25:00Z,2024-01-17T00:30:00Z,19.69,49.16,-40.04
72:a5:12:55:c5:00,2024-01-17T00:30:00Z,2024-01-17T00:35:00Z,20.03,49.56,-96.31
72:a5:12:55:c5:00,2024-01-17T00:35:00Z,2024-01-17T00:40:00Z,19.81,49.53,-54.72
72:a5:12:55:c5:00,2024-01-17T00:40:00Z,2024-01-17T00:45:00Z,20.69,53.71,-56.45
72:a5:12:55:c5:00,2024-01-17T00:45:00Z,2024-01-17T00:50:00Z,18.3,50.76,-30.44
72:a5:12:55:c5:00,2024-01-17T00:50:00Z,2024-01-17T00:55:00Z,19.99,50.96,93.73
72:a5:12:55:c5:00,2024-01-17T00:55:00Z,2024-01-17T01:00:00Z,19.94,51.08,-9.45
72:a5:12:55:c5:00,2024-01-17T01:00:00Z,2024-01-17T01:05:00Z,21.02,48.12,532.14
72:a5:12:55:c5:00,2024-01-17T01:05:00Z,2024-01-17T01:10:00Z,22.33,46.73,534.04
72:a5:12:55:c5:00,2024-01-17T01:10:00Z,2024-01-17T01:15:00Z,20.76,46.25,612.89
72:a5:12:55:c5:00,2024-01-17T01:15:00Z,2024-01-17T01:20:00Z,21.76,47.23,483.1
72:a5:12:55:c5:00,2024-01-17T01:20:00Z,2024-01-17T01:25:00Z,21.51,49.21,504.29
72:a5:12:55:c5:00,2024-01-17T01:25:00Z,2024-01-17T01:30:00Z,22.05,49.15,511.27
72:a5:12:55:c5:00,2024-01-17T01:30:00Z,2024-01-17T01:35:00Z,20.89,46.41,585.83
72:a5:12:55:c5:00,2024-01-17T01:35:00Z,2024-01-17T01:40:00Z,20.85,48.43,598.28
72:a5:12:55:c5:00,2024-01-17T01:40:00Z,2024-01-17T01:45:00Z,21.95,46.51,546.11
72:a5:12:55:c5:00,2024-01-17T01:45:00Z,2024-01-17T01:50:00Z,21.55,46.96,591.61
72:a5:12:55:c5:00,2024-01-17T01:50:00Z,2024-01-17T01:55:00Z,20.37,45.95,528.3
72:a5:12:55:c5:00,2024-01-17T01:55:00Z,2024-01-17T02:00:00Z,20.97,46.53,507.28
72:a5:12:55:c5:00,2024-01-17T02:00:00Z,2024-01-17T02:05:00Z,22.73,46.68,1070.72
72:a5:12:55:c5:00,2024-01-17T02:05:00Z,2024-01-17T02:10:00Z,23.0,44.18,1029.26
72:a5:12:55:c5:00,2024-01-17T02:10:00Z,2024-01-17T02:15:00Z,22.09,44.27,955.87
72:a5:12:55:c5:00,2024-01-17T02:15:00Z,2024-01-17T02:20:00Z,20.75,41.11,1059.85
72:a5:12:55:c5:00,2024-01-17T02:20:00Z,2024-01-17T02:25:00Z,22.81,43.38,987.49
72:a5:12:55:c5:00,2024-01-17T02:25:00Z,2024-01-17T02:30:00Z,21.77,43.52,980.15
72:a5:12:55:c5:00,2024-01-17T02:30:00Z,2024-01-17T02:35:00Z,21.29,42.34,1053.58
72:a5:12:55:c5:00,2024-01-17T02:35:00Z,2024-01-17T02:40:00Z,20.8,44.04,994.67
72:a5:12:55:c5:00,2024-01-17T02:40:00Z,2024-01-17T02:45:00Z,22.99,43.14,1023.34
72:a5:12:55:c5:00,2024-01-17T02:45:00Z,2024-01-17T02:50:00Z,22.58,44.16,1039.72
72:a5:12:55:c5:00,2024-01-17T02:50:00Z,2024-01-17T02:55:00Z,22.36,44.24,953.02
72:a5:12:55:c5:00,2024-01-17T02:55:00Z,2024-01-17T03:00:00Z,23.33,42.09,1023.09
72:a5:12:55:c5:00,2024-01-17T03:00:00Z,2024-01-17T03:05:00Z,23.92,40.72,1495.18
72:a5:12:55:c5:00,2024-01-17T03:05:00Z,2024-01-17T03:10:00Z,24.51,41.67,1356.83
72:a5:12:55:c5:00,2024-01-17T03:10:00Z,2024-01-17T03:15:00Z,22.7,43.88,1441.21
72:a5:12:55:c5:00,2024-01-17T03:15:00Z,2024-01-17T03:20:00Z,23.51,42.03,1364.45
72:a5:12:55:c5:00,2024-01-17T03:20:00Z,2024-01-17T03:25:00Z,22.57,40.19,1475.5
72:a5:12:55:c5:00,2024-01-17T03:25:00Z,2024-01-17T03:30:00Z,23.4,42.31,1474.93
72:a5:12:55:c5:00,2024-01-17T03:30:00Z,2024-01-17T03:35:00Z,23.39,44.93,1392.95
72:a5:12:55:c5:00,2024-01-17T03:35:00Z,2024-01-17T03:40:00Z,23.91,43.35,1546.79
72:a5:12:55:c5:00,2024-01-17T03:40:00Z,2024-01-17T03:45:00Z,23.56,42.61,1480.61
72:a5:12:55:c5:00,2024-01-17T03:45:00Z,2024-01-17T03:50:00Z,23.91,42.97,1456.63
72:a5:12:55:c5:00,2024-01-17T03:50:00Z,2024-01-17T03:55:00Z,23.96,44.39,1453.25
72:a5:12:55:c5:00,2024-01-17T03:55:00Z,2024-01-17T04:00:00Z,24.83,43.67,1473.25
72:a5:12:55:c5:00,2024-01-17T04:00:00Z,2024-01-17T04:05:00Z,24.14,40.74,1672.31
72:a5:12:55:c5:00,2024-01-17T04:05:00Z,2024-01-17T04:10:00Z,23.77,41.74,1743.73
72:a5:12:55:c5:00,2024-01-17T04:10:00Z,2024-01-17T04:15:00Z,24.48,37.44,1755.04
72:a5:12:55:c5:00,2024-01-17T04:15:00Z,2024-01-17T04:20:00Z,23.85,36.6,1708.04
72:a5:12:55:c5:00,2024-01-17T04:20:00Z,2024-01-17T04:25:00Z,25.22,39.92,1759.94
72:a5:12:55:c5:00,2024-01-17T04:25:00Z,2024-01-17T04:30:00Z,24.16,39.75,1805.95
72:a5:12:55:c5:00,2024-01-17T04:30:00Z,2024-01-17T04:35:00Z,23.99,38.52,1706.74
72:a5:12:55:c5:00,2024-01-17T04:35:00Z,2024-01-17T04:40:00Z,24.05,41.26,1728.79
72:a5:12:55:c5:00,2024-01-17T04:40:00Z,2024-01-17T04:45:00Z,24.76,35.88,1682.82
72:a5:12:55:c5:00,2024-01-17T04:45:00Z,2024-01-17T04:50:00Z,24.24,38.54,1624.83
72:a5:12:55:c5:00,2024-01-17T04:50:00Z,2024-01-17T04:55:00Z,23.95,38.64,1778.79
72:a5:12:55:c5:00,2024-01-17T04:55:00Z,2024-01-17T05:00:00Z,25.33,36.34,1730.51
72:a5:12:55:c5:00,2024-01-17T05:00:00Z,2024-01-17T05:05:00Z,24.32,41.4,1934.71
72:a5:12:55:c5:00,2024-01-17T05:05:00Z,2024-01-17T05:10:00Z,24.85,35.69,1872.65
72:a5:12:55:c5:00,2024-01-17T05:10:00Z,2024-01-17T05:15:00Z,25.22,37.23,1920.72
72:a5:12:55:c5:00,2024-01-17T05:15:00Z,2024-01-17T05:20:00Z,23.85,40.22,1997.65
72:a5:12:55:c5:00,2024-01-17T05:20:00Z,2024-01-17T05:25:00Z,25.12,39.7,1931.9
72:a5:12:55:c5:00,2024-01-17T05:25:00Z,2024-01-17T05:30:00Z,24.2,36.19,1933.6
72:a5:12:55:c5:00,2024-01-17T05:30:00Z,2024-01-17T05:35:00Z,25.32,39.77,1944.3
72:a5:12:55:c5:00,2024-01-17T05:35:00Z,2024-01-17T05:40:00Z,24.25,38.99,1857.67
